cik_date,GrossProfit,GrossMargin,WorkingCapitalRatio,EarningPerShare,DebtToEquityRatio,PEratio,ReturnOfEquity,EBIDTAratio,EvRatio,EVbyEbidta,ChurnRate,GrowthRate,ProfitMargin,RuleOf40,MarketCap,MagicNumber,wce_label,eps_label,de_label,pe_label,roe_label,growth_rate_label,profitm_label,grossm_label,ro40_label,churnrate_label,EVbyEbidta_label,marketCap_label,magicNum_label
1459200_2019,318764000.0,0.6345292149302397,3.2149086351342437,1.0991830858821308,0.20730143014602312,39.09266850254992,14.640877178107745,234012000.0,,,0.0,0.0,0.0,0.0,2092669637.61,0.2915647688712901,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,,1.0,0.0
1459200_2020,390575000.0,0.6319953139386055,4.403771995922167,1.5733085008736225,0.19293129692657648,65.75315644869177,16.644076348150303,283726000.0,,,0.45435355214735385,45.43535521473538,45.43535521473538,90.87071042947076,5119080489.0,0.42403825728898303,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,,1.0,0.0
1459200_2021,443070000.0,0.5915732159809017,7.094689150217645,1.0397844958638924,0.21093600927642878,81.56497845213265,8.522800476868456,367471000.0,,,-0.3287477682298691,-32.87477682298691,-32.87477682298691,-65.74955364597382,4262504208.9300003,0.22978261251912693,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,,1.0,0.0
1701732_2018,280406000.0,0.7074189096798771,1.2056700950234036,0.3576364442358341,0.336353967016997,77.11742034269048,3.6108068830430295,140281000.0,1433569420.0,10.219270036569457,0.0,0.0,0.0,0.0,1057665419.9999999,0.11826028472144379,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1701732_2019,326316000.0,0.7110597823126287,2.305659858961443,-0.18274333066802356,0.34226311087626754,-196.5051193317422,-1.6886347403796853,140806000.0,1883795609.9999998,13.378660071303777,-1.5499088589135983,-154.99088589135982,-154.99088589135982,-309.98177178271965,1482041609.9999998,-0.06503237822596639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1701732_2020,348616000.0,0.7418608659753448,1.927408669316676,-0.23747059887823413,0.42293471871978155,-244.99875047619048,-2.212067777756711,133018000.0,2994587880.0,22.512651520846802,0.3922036595067621,39.22036595067621,39.22036595067621,78.44073190135242,2572486880.0,-0.07918611754236457,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
1701732_2021,402513000.0,0.7563488976453412,1.24103017439628,-0.17067774241130346,0.6544614526404741,-453.0174755515124,-1.2142618464401997,142005000.0,,,-0.16247619047619047,-16.247619047619047,-16.247619047619047,-32.49523809523809,3983835679.9999995,-0.07249495074399241,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,1.0,0.0
1689923_2019,378759000.0,0.9063171496255175,3.9378722197463842,0.5895189795604734,0.5809035859611633,169.7485636079249,7.222286288529019,77132000.0,,,0.0,0.0,0.0,0.0,5209243920.0,0.7838369390309315,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,,1.0,0.0
1689923_2020,451469000.0,0.9114914356319704,3.626178783573658,0.3758058464372207,0.5483952763151169,324.0769167233946,4.505904606103982,39932000.0,,,-0.28196689259645463,-28.196689259645463,-28.196689259645463,-56.39337851929093,7141034860.0,0.5628208730300631,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,,1.0,0.0
1689923_2021,480382000.0,0.8960094006173818,2.2812851511683636,-3.0061568319084504,0.6830485543919427,-20.125363839248447,-30.011357752501212,-80512000.0,,,-9.154345359655094,-915.4345359655094,-915.4345359655094,-1830.8690719310189,3616145500.0,-4.098656447455462,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,1.0,0.0
713425_2019,57514000.0,0.5253379612714651,2.462720546385885,0.21615822299282522,0.3302750966995626,59.909818931245745,5.310342334526263,57850000.0,,,0.0,0.0,0.0,0.0,440037620.04999995,0.14134241619520455,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,,0.0,0.0
713425_2020,63158000.0,0.5469835276185198,2.647941337603776,0.1926249996107215,0.31572994837404866,85.55483469593594,4.485337165362712,58356000.0,,,-0.08209666439754935,-8.209666439754935,-8.209666439754935,-16.41933287950987,576810695.52,0.1297386752876881,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,,0.0,0.0
713425_2021,60980000.0,0.5473574608645698,2.696648507816201,0.22703055097555777,0.31765856594688135,91.13310922734578,5.071727735560405,54789000.0,,,0.19979234648472263,19.979234648472264,19.979234648472264,39.95846929694453,737175720.5400001,0.1546417374015447,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,,0.0,0.0
1540755_2019,,,2.153280572846427,-1.0377833753148615,0.3187255444841817,-30.247160194174757,-20.041056202943686,,,,-0.0,-0.0,-0.0,-0.0,3962861940.0,-1.943915249710674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,,1.0,0.0
1540755_2020,,,1.5044752544752544,-1.1012731097088453,0.39025070803744577,-52.29402179376345,-18.925431893329545,,,,0.13892196372962082,13.892196372962081,13.892196372962081,27.784392745924162,7803157050.0,-2.2139677735244367,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,,1.0,0.0
1540755_2021,,,1.3056850574428964,-1.0729258128806567,0.4345124154830269,-62.16646034539869,-16.511117902853066,,,,0.03183283406046228,3.183283406046228,3.183283406046228,6.366566812092456,9571583400.0,-1.6961014353856152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,,1.0,0.0
1013462_2019,,,2.237649969790258,,0.2012927049130721,,13.068215217617297,,,,0.0,0.0,0.0,0.0,,2.7141808952746387,0.0,,0.0,,0.0,0.0,0.0,,0.0,1.0,,,1.0
1013462_2020,,,2.3589160635269097,,0.17785450594845326,,10.58810524096409,,,,-0.038573438659856636,-3.857343865985664,-3.857343865985664,-7.714687731971328,,2.6094856049990076,0.0,,0.0,,0.0,0.0,0.0,,0.0,1.0,,,1.0
1013462_2021,,,2.1048051874649962,,0.17361366336845635,,10.138763010565453,,,,0.047800464176156465,4.7800464176156465,4.7800464176156465,9.560092835231293,,2.0181964273030757,0.0,,0.0,,0.0,0.0,0.0,,0.0,1.0,,,1.0
1433195_2019,154370000.0,0.6029795478336953,1.3022064866915344,2.0621802887347958,0.29379786884941395,53.31735571357699,22.46438278981357,,,,0.0,0.0,0.0,0.0,1934460300.0,0.3569587375297613,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,,0.0,0.0
1433195_2020,191027000.0,0.6161048326753876,4.002670414617007,8.457632548454269,0.17419208170117514,21.287280922709797,55.401161163961945,,,,3.3658839093765502,336.58839093765505,336.58839093765505,673.1767818753101,3371969160.0,1.5584404084925523,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,1.0,1.0
1433195_2021,215426000.0,0.5994546011074937,3.0127084837202234,0.05294329711077921,0.1770187066423208,2286.5972957198446,0.3456844922843087,,,,-0.9935102239225267,-99.35102239225267,-99.35102239225267,-198.70204478450535,2350622020.0,0.008636550756538323,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,,1.0,0.0
1441683_2018,141818000.0,0.6254570152110539,1.6325885312419686,-1.442124458044111,0.5882290960400213,-18.521286322420174,-22.654431841087757,38206000.0,,,-0.0,-0.0,-0.0,-0.0,915896129.9300001,-0.5822902561083309,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,0.0,0.0
1441683_2019,172506000.0,0.64767389908653,1.9655328637666796,-1.4688901667891563,0.4143531351102429,-26.012836673502385,-14.875237952770226,44743000.0,,,0.025540433964934987,2.5540433964934985,2.5540433964934985,5.108086792986997,1319214999.06,-0.5971622019428908,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,0.0,0.0
1441683_2020,215807000.0,0.7085559127040151,2.3441188545622498,-0.8590162346036794,0.33132553167069784,-188.69259214266512,-7.11522684474748,50864000.0,,,-0.33988642189533463,-33.988642189533465,-33.988642189533465,-67.97728437906693,6316861907.16,-0.3567417227011647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,1.0,0.0
1441683_2021,265166000.0,0.7181030117072299,1.5680624510362922,-2.218004680077203,0.4339345198822034,-29.400298649383462,-17.830619075972383,20186000.0,,,1.647817904830182,164.7817904830182,164.7817904830182,329.5635809660364,2606071872.58,-0.9985918031678795,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,1.0,0.0
1477720_2021,198263000.0,0.8733898962132826,2.7267794660989995,-1.3110601932127817,0.309252841382024,-26.97816635964291,-40.049866065348006,-146826000.0,,,-0.0,-0.0,-0.0,-0.0,5711547600.0,-7.366132006541178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,1.0,0.0
929940_2019,,,1.4192572758667905,3.7076768317105984,0.26084061384906476,22.164822806869307,20.85216955135938,,,,0.0,0.0,0.0,0.0,5823452555.34,,0.0,1.0,0.0,1.0,1.0,0.0,0.0,,0.0,1.0,,1.0,
929940_2020,,,2.773755000042644,3.391545129076031,0.1607989961119911,35.65631456979767,15.74890456892473,,,,-0.12584210646509397,-12.584210646509398,-12.584210646509398,-25.168421293018795,8189221423.56,,0.0,1.0,0.0,1.0,1.0,0.0,0.0,,0.0,1.0,,1.0,
929940_2021,,,5.428651169363386,4.70906830234821,0.07959472097981422,,17.985325057237,,,,0.3924396201523048,39.24396201523048,39.24396201523048,78.48792403046096,,,0.0,1.0,0.0,,1.0,0.0,1.0,,1.0,1.0,,,
884144_2020,38093000.0,0.5815103729372434,1.0234498875788163,-0.8598313125988403,0.83373151321854,-8.257433633744098,-3.8851717493157896,,,,-0.0,-0.0,-0.0,-0.0,134687000.0,-0.5949879623550011,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,0.0,0.0
884144_2021,46564000.0,0.6121687000420698,1.0730416706037986,0.15942680247653285,0.5415666461973613,49.11344816786721,0.7427101360278383,,,,-1.1957574642879039,-119.57574642879038,-119.57574642879038,-239.15149285758076,156819240.0,0.11647333479244182,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,,0.0,0.0
1362190_2021,,,2.213890870185449,-1.2425885439440314,0.12617984227519716,-5.6494967978042085,-15.985105018618725,,,,-0.0,-0.0,-0.0,-0.0,80273700.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,,0.0,
769397_2019,181999784.0,0.9999988131868132,0.703980531896402,2.9489516864175025e-07,1.1108858315230508,,3.1233405744629494,181997691.1,,,0.0,0.0,0.0,0.0,,0.29953703703703705,0.0,0.0,1.0,,0.0,0.0,0.0,1.0,0.0,1.0,,,0.0
769397_2020,3050.4,0.931618971994014,0.826074801192843,9.776663628076573e-07,1.389382822615451,,9.257660768234786,667.9000000000001,,,2.3153013910355487,231.53013910355486,231.53013910355486,463.0602782071097,,0.9930555555555556,0.0,0.0,1.0,,0.0,1.0,1.0,1.0,1.0,0.0,,,0.0
769397_2021,3548.3,0.9361281131279021,0.8293237471963621,5.501821493624773,1.262049711117143,,46.84943192834154,966.2000000000003,,,4.632634032634033,463.2634032634033,463.2634032634033,926.5268065268066,,5.396158999553372,0.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,0.0,,,1.0
769397_2022,4087.2999999999997,0.931811964253146,0.6893300743253354,2.2777268560953257,1.371626013478841,,17.00249734870514,1036.0999999999995,,,-0.5886442641946698,-58.86442641946697,-58.86442641946697,-117.72885283893395,,2.052870714580752,0.0,1.0,1.0,,1.0,0.0,0.0,1.0,0.0,1.0,,,1.0
8670_2019,6088600000.0,0.42952480388283765,1.0525504402700772,5.280515891294335,1.8643760785344503,31.30944085833915,13.101265099482303,,,,0.0,0.0,0.0,0.0,71786286000.0,0.28353077931392673,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,0.0
8670_2020,6144.699999999999,0.42116410094723705,1.0477153080666255,5.737380786229356,1.6340914391716341,25.950866004459755,13.378497854775635,,,,-0.9999989242411026,-99.99989242411026,-99.99989242411026,-199.99978484822051,64007.810999999994,3.050107585388173e-07,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0
8670_2021,6365.1,0.42418729257467314,1.0694845490723144,6.1328770356384235,1.9584907794417798,32.38610506061189,13.359141642374983,,,,0.053517129535779445,5.351712953577945,5.351712953577945,10.70342590715589,84155.294,0.3076932185527702,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0
1348036_2018,,,1.116473585281651,-1.1315131273495185,0.3097167106204743,-37.30403031105229,-12.602315623368412,,,,-0.0,-0.0,-0.0,-0.0,2818319490.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,,1.0,
1348036_2019,,,2.0788285562340687,-0.8880410081603141,0.2791802807008203,-82.48492955493842,-7.042299670191383,40864000.0,,,-0.08964923891462608,-8.964923891462607,-8.964923891462607,-17.929847782925215,5673066000.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,,1.0,
1348036_2020,,,2.1979453645355034,-0.5782289731712479,0.23094376326661453,-285.163849704166,-2.997378824731072,81127000.0,,,-0.28489175160300684,-28.489175160300682,-28.489175160300682,-56.978350320601365,14025213619.999998,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,,1.0,
1348036_2021,,,3.127899336413745,-1.438021748366576,0.33110447872623994,-89.78306492697612,-7.304417716594449,98279000.0,,,1.546265986214749,154.6265986214749,154.6265986214749,309.2531972429498,11243802570.000002,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,1.0,0.0,,1.0,
1418100_2019,1619000000.0,0.5607897471423623,1.4058234758871702,5.700987013773017,0.6240772288472459,1.7944261187203794,35.945485519591145,837000000.0,,,0.0,0.0,0.0,0.0,1135871733.15,0.499211356466877,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,,0.0,0.0
1418100_2020,2159000000.0,0.7514792899408284,1.3887423043095866,0.44429296856064077,0.7846790890269151,36.01227372972973,2.5534851621808143,838000000.0,,,-0.9415481832543444,-94.15481832543445,-94.15481832543445,-188.3096366508689,1332454128.0,0.02917981072555205,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,,0.0,0.0
1418100_2021,2221000000.0,0.7470568449377732,1.4503190519598905,-0.20210281559894203,0.7477845944103613,-97.92045668117647,-1.1588275391956373,1503000000.0,,,-1.4594594594594594,-145.94594594594594,-145.94594594594594,-291.8918918918919,1664647763.58,-0.023809523809523808,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,0.0,0.0
1015739_2020,,,7.44052488070893,-0.35614387950792836,0.061058852909348205,,-7.922667110630151,,,,-0.0,-0.0,-0.0,-0.0,,-9.4,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,1.0,,,0.0
1015739_2021,,,6.761017244382511,-0.26945498288146574,0.05871463928491072,,-5.95635009920432,,,,-0.23509324927764644,-23.509324927764645,-23.509324927764645,-47.01864985552929,,-7.190123456790124,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,1.0,,,0.0
1576169_2018,129444000.0,0.5003227414860023,2.9151358311130373,0.0,0.1943433482562043,inf,0.0,89578000.0,,,,,,,1463852581.56,0.0,0.0,0.0,0.0,1.0,0.0,,,1.0,,,,0.0,0.0
1576169_2019,151596000.0,0.5126925184148049,2.462523963773385,-1.3881188130890318,0.17753652954638813,-15.805563466988904,-10.683645325978523,119584000.0,,,-inf,-inf,-inf,-inf,719390221.2,-0.35207345467484547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,0.0,0.0
1576169_2020,138753000.0,0.5174628273930507,3.742494942243686,-0.8648690049341675,0.14339624407214263,-16.742419854787368,-6.541172727293996,126420000.0,,,-0.385718993738328,-38.5718993738328,-38.5718993738328,-77.1437987476656,468101316.72,-0.19403844819210217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,0.0,0.0
1576169_2021,140384000.0,0.5335826710300764,1.5526330361592557,-1.1525813461795078,0.16726174763935778,-19.955207566250067,-8.929919374632416,117003000.0,,,0.3793769448120462,37.93769448120462,37.93769448120462,75.87538896240925,769592535.0,-0.2980647355241599,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,0.0,0.0
1031308_2020,796563000.0,0.993785743515016,0.7308653112951209,0.4648866659946954,0.6281835563537544,87.13951800128042,17.071755589228633,317305000.0,,,0.0,0.0,0.0,0.0,11024978957.039999,25.400722746436458,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,,1.0,1.0
1031308_2021,956921000.0,0.9915807122147545,1.0369724891138525,0.3298519882645153,0.6332595795501197,146.52026278296418,9.937247082282564,311128000.0,,,-0.26342662482907975,-26.342662482907976,-26.342662482907976,-52.68532496581595,13654516329.27,18.70949608512347,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,,1.0,1.0
1626450_2020,,,5.536905877481639,-0.5889673730238816,0.08655589152360778,-108.91944603083954,-7.266341345636931,-4571000.0,,,-0.0,-0.0,-0.0,-0.0,4195794900.0000005,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,,1.0,
1626450_2021,,,7.236757892725796,-1.0603780890874142,0.11883868770575548,-33.35602683986071,-14.507322056987174,-27464000.0,,,0.9904729764809719,99.04729764809719,99.04729764809719,198.09459529619437,2557640070.0,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,1.0,1.0,,1.0,
1786352_2020,118456000.0,0.7516243654822335,1.4190018528822248,-0.390418785709801,1.956547155105222,,-3.6277017282659934,4946000.0,,,-0.0,-0.0,-0.0,-0.0,,-0.7942724300020437,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,1.0,,,0.0
1786352_2021,176459000.0,0.7405997523765555,1.5505441683411025,-1.0446118682807077,0.8374249906829111,,-3.5547169675441235,-52161000.0,,,2.175195394165514,217.5195394165514,217.5195394165514,435.0390788331028,,-2.52197016145514,1.0,0.0,1.0,,0.0,1.0,1.0,1.0,1.0,0.0,,,0.0
1019034_2018,,,3.4493618027746287,-0.6137245227258381,0.01432385886119884,-1.222046654855665,-10.017689430057358,,,,-0.0,-0.0,-0.0,-0.0,10479118.5,-2.0592374507407203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,,0.0,0.0
1019034_2019,,,0.31112844294707503,-1.0123005125375466,0.05022399023235197,-1.1459047838395469,-16.684927177126983,,,,0.7012950119509423,70.12950119509424,70.12950119509424,140.25900239018847,16717261.12,-3.5033704033677617,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,1.0,1.0,,0.0,0.0
1019034_2020,,,10.095316694585042,-1.252361997560455,0.015656208011569972,-2.810688927687683,-8.166175091614496,,,,-0.3291607202835071,-32.91607202835071,-32.91607202835071,-65.83214405670142,27507293.44,-3.9763099569526803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,,0.0,0.0
1280058_2019,481999000.0,0.5353028521039556,0.7428312249642762,,2.1599570995447834,,2.6011131401211,445569000.0,,,0.0,0.0,0.0,0.0,,0.028459170602068717,0.0,,0.0,,0.0,0.0,0.0,1.0,0.0,1.0,,,0.0
1280058_2020,485154000.0,0.5312570150204935,0.8082265315708247,,1.859583127661878,,1.4160594388976866,465308000.0,,,-0.3519482700705408,-35.19482700705408,-35.19482700705408,-70.38965401410816,,0.01844301474102824,0.0,,0.0,,0.0,0.0,0.0,1.0,0.0,1.0,,,0.0
1280058_2021,484545000.0,0.5222853385646841,0.7668947903449072,,1.1452173383546955,,0.588073198496894,468101000.0,,,-0.2616301671634055,-26.163016716340547,-26.163016716340547,-52.32603343268109,,0.013311062572272903,0.0,,1.0,,0.0,0.0,0.0,1.0,0.0,1.0,,,0.0
1567900_2018,,,0.1298081991808929,-0.05001007250466721,0.5365521464578037,-54.98892247643422,-45.566592784787744,,,,-0.0,-0.0,-0.0,-0.0,63340750.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,1.0,,0.0,
1567900_2019,,,0.010342819130443106,-0.37725731582701616,1.0315314608960287,-13.12101791624294,-86.6361756745769,,,,1.5900552313518226,159.00552313518227,159.00552313518227,318.01104627036455,39145743.45,,0.0,0.0,1.0,0.0,0.0,1.0,1.0,,1.0,0.0,,0.0,
1567900_2020,,,0.5044362434436733,-0.042199133309695894,0.3701457133049715,-71.0915074483462,-6.57102167425702,,,,-0.8810395925774224,-88.10395925774223,-88.10395925774223,-176.20791851548447,25231158.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,,0.0,
1666134_2018,176914000.0,0.7766607547368606,1.3912101438808258,-0.5084611211304383,0.3526112172836608,-80.53713115558914,-6.157171297536822,,,,-0.0,-0.0,-0.0,-0.0,2239254394.65,-0.5465267130557849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,1.0,0.0
1666134_2019,230001000.0,0.795917308011738,3.494765624622579,-0.5816989413776554,0.36879782637744424,-88.63691564899341,-5.796623758407198,,,,0.17015537332757877,17.015537332757876,17.015537332757876,34.03107466551575,2883802050.6400003,-0.6395211699492864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,1.0,0.0
1666134_2020,282765000.0,0.8039103079857962,2.78180580200553,-0.813267640415007,0.38911761683323487,-164.00504996354798,-7.532660637669244,,,,0.44186260949746425,44.186260949746426,44.186260949746426,88.37252189949285,7693640898.84,-0.7954387452310301,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,1.0,0.0
